誡 诫
謠 谣
鮫 鲛
碭 砀
礬 矾
綯 绹
縮 缩
瀲 潋
璵 玙
覷 觑
訶 诃
漸 渐
悽 凄
組 组
牆 墙
囉 啰
靈 灵
帶 带
擕 携
陞 升
諡 谥
艦 舰
蝨 虱
寫 写
飭 饬
奬 奖
緯 纬
繮 缰
鋱 铽
獰 狞
遲 迟
軹 轵
項 项
爾 尔
騁 骋
盪 荡
嶄 崭
蠍 蝎
贏 赢
鱂 鳉
專 专
薔 蔷
錛 锛
瀝 沥
醜 丑
嶠 娇
漣 涟
磽 硗
頭 头
馬 马
鴯 鸸
鎰 镒
鐵 铁
貺 贶
紛 纷
婁 娄
節 节
鱅 鳙
緄 绲
煇 辉
癉 瘅
瓊 琼
連 连
滎 荥
饗 飨
髖 髋
繙 翻
鍛 锻
灝 灏
凜 凛
啟 启
雞 鸡
詡 诩
孫 孙
鵯 鹎
鑒 鉴
呵 嗬
閲 阅
諶 谌
賺 赚
聽 听
懼 惧
綁 绑
簀 箦
鼂 鼌
營 营
鷗 鸥
嚇 吓
倈 俫
薑 姜
戔 戋
麗 丽
領 领
鬚 须
嘜 唛
漢 汉
蔦 茑
膩 腻
骯 肮
礮 炮
閱 阅
傳 传
鎵 镓
臟 脏
讞 谳
洶 汹
撻 挞
愾 忾
鷁 鹢
驄 骢
彠 彟
燉 炖
鍊 炼
蹌 跄
諏 诹
駙 驸
願 愿
魚 鱼
韝 鞴
陜 陕
鋟 锓
跡 迹
轢 轹
鈐 钤
幬 帱
奮 奋
鑰 钥
鏵 铧
剴 剀
滷 卤
擻 擞
慾 欲
頃 顷
閆 闫
鄉 乡
鎊 镑
蒐 搜
鶖 鹙
礙 碍
犛 牦
醞 酝
負 负
蠣 蛎
誤 误
薦 荐
脩 修
簫 箫
馮 冯
環 环
鑲 镶
殺 杀
膾 脍
硃 朱
竄 窜
癇 痫
闆 板
煉 炼
轍 辙
滌 涤
尷 尴
幗 帼
鷖 鹥
壘 垒
盜 盗
賠 赔
諤 谔
虧 亏
廬 庐
駮 驳
畱 留
獵 猎
淶 涞
摻 掺
飢 饥
紀 纪
縂 总
瞇 眯
澀 涩
儈 侩
躍 跃
餘 余
財 财
渢 沨
誥 诰
愨 悫
綫 线
鄲 郸
侷 局
褸 褛
診 诊
絀 绌
竅 窍
矇 蒙
僉 佥
鰍 鳅
軍 军
鱖 鳜
壙 圹
驚 惊
睜 睁
鏟 铲
遞 递
賡 赓
櫥 橱
葦 苇
鷦 鹪
齬 龉
異 异
噲 哙
勵 励
逕 径
聾 聋
餃 饺
騅 骓
崗 岗
圇 囵
穀 谷
倉 仓
夾 夹
贋 赝
劊 刽
欏 椤
禦 御
錟 锬
訥 讷
殤 殇
朧 胧
縭 缡
徬 仿
墮 堕
琱 雕
貶 贬
鷀 鹚
饃 馍
廂 厢
驅 驱
範 范
偉 伟
燈 灯
譏 讥
摑 掴
齗 龂
顙 颡
駘 骀
彎 弯
噝 咝
韜 韬
僞 伪
臨 临
繭 茧
翬 翚
魯 鲁
呱 哌
兒 儿
創 创
衹 只
觸 触
諺 谚
紂 纣
謖 谡
鈈 钚
躋 跻
謎 谜
際 际
餚 肴
檣 樯
覥 觍
庫 库
維 维
颯 飒
鬮 阄
嘰 叽
銳 锐
買 买
樸 朴
開 开
挾 挟
幀 帧
終 终
鉈 铊
軋 轧
裏 里
歎 叹
蕒 荬
雛 雏
灕 漓
郟 郏
層 层
蹠 跖
颺 扬
擧 举
紐 纽
籬 篱
磯 矶
閼 阏
癰 痈
勳 勋
釵 钗
側 侧
蛻 蜕
櫫 橥
餅 饼
冊 册
贍 赡
讎 仇
儘 尽
嬙 嫱
崙 仑
閫 阃
瀟 潇
籟 籁
樣 样
鏢 镖
縫 缝
堯 尧
鮮 鲜
禮 礼
鈳 钶
喲 哟
傴 伛
侶 侣
謹 谨
檸 柠
覺 觉
蒼 苍
驃 骠
鷂 鹞
饅 馒
飄 飘
韆 千
鱗 鳞
畝 亩
鋻 鉴
鏞 镛
轡 辔
詣 诣
撐 撑
繫 系
鳬 凫
硯 砚
烴 烃
濶 阔
櫸 榉
擼 撸
鮃 鲆
師 师
礄 硚
疇 畴
嘆 叹
劉 刘
貍 狸
規 规
討 讨
嶗 崂
緙 缂
鈞 钧
躡 蹑
鴰 鸹
種 种
隱 隐
鎳 镍
鐲 镯
債 债
鄴 邺
誹 诽
螻 蝼
膿 脓
廁 厕
鶯 莺
嗇 啬
癆 痨
遊 游
詎 讵
葒 荭
緗 缃
繖 伞
魘 魇
塚 冢
鶻 鹘
凟 渎
鉞 钺
鈺 钰
襤 褴
捨 舍
鵬 鹏
坰 垧
瑲 玱
郵 邮
歸 归
蟻 蚁
蓽 荜
堅 坚
鈉 钠
鱭 鲚
紿 绐
邊 边
椏 丫
紗 纱
纖 纤
騙 骗
償 偿
澠 渑
貢 贡
戩 戬
鰭 鳍
綬 绶
窮 穷
錳 锰
樹 树
煖 暖
於 于
孃 娘
鉉 铉
鏈 链
嵗 岁
磚 砖
關 关
勞 劳
俠 侠
陰 阴
槤 梿
嵐 岚
彫 雕
屭 屃
緬 缅
髮 发
癱 瘫
埰 采
偵 侦
燴 烩
隨 随
叄 叁
